"","V1","V2","V3","V4","V5","Field Goals","Field Goals","Field Goals","Field Goals","Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","2 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","3 Point Field Goals","Season"
"272","Jonas Valanciunas","TOR","24","12","12","100%","5.7","9.4","60.2","60.2","100%","5.7","9.4","60.2","0.0%","0.0","0.0","-","2015-2016"
"273","Dwight Howard","HOU","30","5","5","100%","5.2","8.8","59.1","59.1","97.7%","5.2","8.6","60.5","2.3%","0.0","0.2","0.0","2015-2016"
"274","Donatas Motiejunas","HOU","25","5","5","100%","3.2","7.0","45.7","51.4","74.3%","2.4","5.2","46.2","25.7%","0.8","1.8","44.4","2015-2016"
"275","Frank Kaminsky","CHA","23","7","6","100%","2.0","6.4","31.1","36.7","62.2%","1.3","4.0","32.1","37.8%","0.7","2.4","29.4","2015-2016"
"276","Hassan Whiteside","MIA","27","10","10","100%","4.7","6.4","73.4","73.4","100%","4.7","6.4","73.4","0.0%","0.0","0.0","-","2015-2016"
"277","Jared Sullinger","BOS","24","6","6","100%","2.2","6.3","34.2","36.8","89.5%","1.8","5.7","32.4","10.5%","0.3","0.7","50.0","2015-2016"
"278","DeAndre Jordan","LAC","27","6","6","100%","4.0","6.2","64.9","64.9","100%","4.0","6.2","64.9","0.0%","0.0","0.0","-","2015-2016"
"279","Enes Freedom","OKC","24","18","18","100%","3.6","6.0","60.2","61.1","87.0%","3.5","5.2","67.0","13.0%","0.1","0.8","14.3","2015-2016"
"280","Ian Mahinmi","IND","29","7","7","100%","3.0","5.9","51.2","51.2","100%","3.0","5.9","51.2","0.0%","0.0","0.0","-","2015-2016"
"281","Steven Adams","OKC","22","18","17","100%","3.8","5.3","70.8","70.8","99.0%","3.8","5.3","71.6","1.0%","0.0","0.1","0.0","2015-2016"
"282","Mason Plumlee","POR","26","11","11","100%","2.5","5.3","48.3","48.3","100%","2.5","5.3","48.3","0.0%","0.0","0.0","-","2015-2016"
"283","Cody Zeller","CHA","23","7","7","100%","3.0","5.1","58.3","58.3","100%","3.0","5.1","58.3","0.0%","0.0","0.0","-","2015-2016"
"284","Tyler Zeller","BOS","26","3","3","100%","2.3","5.0","46.7","46.7","100%","2.3","5.0","46.7","0.0%","0.0","0.0","-","2015-2016"
"285","Marreese Speights","GSW","28","24","23","100%","1.9","4.8","40.4","48.2","62.3%","1.2","3.0","39.4","37.7%","0.8","1.8","41.9","2015-2016"
"286","Boris Diaw","SAS","34","9","9","100%","2.3","4.7","50.0","52.4","88.1%","2.1","4.1","51.4","11.9%","0.2","0.6","40.0","2015-2016"
"287","Dwight Powell","DAL","24","4","4","100%","2.3","4.5","50.0","50.0","94.4%","2.3","4.3","52.9","5.6%","0.0","0.3","0.0","2015-2016"
"288","Tim Duncan","SAS","40","10","8","100%","2.2","4.4","50.0","50.0","100%","2.2","4.4","50.0","0.0%","0.0","0.0","-","2015-2016"
"289","Zaza Pachulia","DAL","32","5","5","100%","1.8","4.4","40.9","40.9","100%","1.8","4.4","40.9","0.0%","0.0","0.0","-","2015-2016"
"290","Chris Kaman","POR","34","4","4","100%","1.8","4.3","41.2","41.2","100%","1.8","4.3","41.2","0.0%","0.0","0.0","-","2015-2016"
"291","David Lee","DAL","33","2","2","100%","3.0","4.0","75.0","75.0","100%","3.0","4.0","75.0","0.0%","0.0","0.0","-","2015-2016"
"292","Tristan Thompson","CLE","25","21","19","100%","2.3","3.7","62.8","62.8","100%","2.3","3.7","62.8","0.0%","0.0","0.0","-","2015-2016"
"293","Andrew Bogut","GSW","31","22","19","100%","2.2","3.2","67.6","67.6","97.2%","2.2","3.1","69.6","2.8%","0.0","0.1","0.0","2015-2016"
"294","Bismack Biyombo","TOR","23","20","17","100%","2.0","3.1","64.5","64.5","100%","2.0","3.1","64.5","0.0%","0.0","0.0","-","2015-2016"
"295","Ed Davis","POR","27","11","11","100%","1.9","3.1","61.8","61.8","94.1%","1.9","2.9","65.6","5.9%","0.0","0.2","0.0","2015-2016"
"296","Chris Andersen","MEM","37","4","4","100%","1.3","3.0","41.7","41.7","100%","1.3","3.0","41.7","0.0%","0.0","0.0","-","2015-2016"
"297","Festus Ezeli","GSW","26","23","20","100%","1.6","2.6","62.7","62.7","100%","1.6","2.6","62.7","0.0%","0.0","0.0","-","2015-2016"
"298","Cole Aldrich","LAC","27","6","4","100%","1.7","2.5","66.7","66.7","100%","1.7","2.5","66.7","0.0%","0.0","0.0","-","2015-2016"
"299","Spencer Hawes","CHA","28","5","5","100%","1.2","2.4","50.0","54.2","66.7%","1.0","1.6","62.5","33.3%","0.2","0.8","25.0","2015-2016"
"300","Salah Mejri","DAL","30","4","3","100%","1.8","2.3","77.8","77.8","100%","1.8","2.3","77.8","0.0%","0.0","0.0","-","2015-2016"
"301","Amar'e Stoudemire","MIA","33","9","8","100%","1.2","2.1","57.9","57.9","100%","1.2","2.1","57.9","0.0%","0.0","0.0","-","2015-2016"
"302","Mike Muscala","ATL","24","9","6","100%","1.1","2.1","52.6","57.9","68.4%","0.9","1.4","61.5","31.6%","0.2","0.7","33.3","2015-2016"
"303","Aron Baynes","DET","29","4","4","100%","1.0","1.8","57.1","57.1","100%","1.0","1.8","57.1","0.0%","0.0","0.0","-","2015-2016"
"304","Kelly Olynyk","BOS","25","4","4","100%","0.3","1.8","14.3","14.3","57.1%","0.3","1.0","25.0","42.9%","0.0","0.8","0.0","2015-2016"
"305","Boban Marjanovic","SAS","27","7","5","100%","1.1","1.7","66.7","66.7","100%","1.1","1.7","66.7","0.0%","0.0","0.0","-","2015-2016"
"306","Clint Capela","HOU","22","5","5","100%","0.6","1.6","37.5","37.5","100%","0.6","1.6","37.5","0.0%","0.0","0.0","-","2015-2016"
"307","Lavoy Allen","IND","27","6","3","100%","0.5","1.3","37.5","37.5","100%","0.5","1.3","37.5","0.0%","0.0","0.0","-","2015-2016"
"308","Timofey Mozgov","CLE","29","13","9","100%","0.5","1.1","40.0","40.0","100%","0.5","1.1","40.0","0.0%","0.0","0.0","-","2015-2016"
"309","JaVale McGee","DAL","28","2","2","100%","0.5","1.0","50.0","50.0","100%","0.5","1.0","50.0","0.0%","0.0","0.0","-","2015-2016"
"310","Jason Thompson","TOR","29","10","6","100%","0.4","0.9","44.4","44.4","88.9%","0.4","0.8","50.0","11.1%","0.0","0.1","0.0","2015-2016"
"311","Lucas Nogueira","TOR","23","5","4","100%","0.6","0.8","75.0","75.0","100%","0.6","0.8","75.0","0.0%","0.0","0.0","-","2015-2016"
"312","Jordan Hill","IND","28","5","3","100%","0.0","0.6","0.0","0.0","100%","0.0","0.6","0.0","0.0%","0.0","0.0","-","2015-2016"
"313","Jeff Ayres","LAC","29","2","1","100%","0.5","0.5","100","100","100%","0.5","0.5","100","0.0%","0.0","0.0","-","2015-2016"
"314","Nazr Mohammed","OKC","38","5","2","100%","0.2","0.4","50.0","50.0","100%","0.2","0.4","50.0","0.0%","0.0","0.0","-","2015-2016"
"315","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2014-2015"
"316","Anthony Davis","NOP","22","4","4","100%","11.8","20.8","56.6","56.6","97.6%","11.8","20.3","58.0","2.4%","0.0","0.5","0.0","2014-2015"
"317","Marc Gasol","MEM","30","11","11","100%","6.5","15.4","41.8","41.8","98.8%","6.5","15.3","42.3","1.2%","0.0","0.2","0.0","2014-2015"
"318","Brook Lopez","BKN","27","6","6","100%","7.2","13.5","53.1","53.1","100%","7.2","13.5","53.1","0.0%","0.0","0.0","-","2014-2015"
"319","Al Horford","ATL","29","16","16","100%","6.7","12.8","52.5","52.9","95.6%","6.6","12.2","53.8","4.4%","0.1","0.6","22.2","2014-2015"
"320","Pau Gasol","CHI","34","10","10","100%","5.6","11.0","50.9","50.9","96.4%","5.6","10.6","52.8","3.6%","0.0","0.4","0.0","2014-2015"
"321","Boris Diaw","SAS","33","7","7","100%","4.9","10.0","48.6","51.4","74.3%","4.3","7.4","57.7","25.7%","0.6","2.6","22.2","2014-2015"
"322","Dwight Howard","HOU","29","17","17","100%","6.2","9.8","63.3","63.3","100%","6.2","9.8","63.3","0.0%","0.0","0.0","-","2014-2015"
"323","Jonas Valanciunas","TOR","23","4","4","100%","4.8","8.8","54.3","54.3","100%","4.8","8.8","54.3","0.0%","0.0","0.0","-","2014-2015"
"324","Marcin Gortat","WAS","31","10","10","100%","5.4","8.2","65.9","65.9","100%","5.4","8.2","65.9","0.0%","0.0","0.0","-","2014-2015"
"325","Miles Plumlee","MIL","26","1","1","100%","1.0","8.0","12.5","12.5","100%","1.0","8.0","12.5","0.0%","0.0","0.0","-","2014-2015"
"326","Nene","WAS","32","10","10","100%","3.4","6.9","49.3","49.3","100%","3.4","6.9","49.3","0.0%","0.0","0.0","-","2014-2015"
"327","Tyler Zeller","BOS","25","4","4","100%","3.8","6.5","57.7","57.7","100%","3.8","6.5","57.7","0.0%","0.0","0.0","-","2014-2015"
"328","Timofey Mozgov","CLE","28","20","20","100%","3.7","6.5","56.9","56.9","100%","3.7","6.5","56.9","0.0%","0.0","0.0","-","2014-2015"
"329","John Henson","MIL","24","6","6","100%","4.0","6.2","64.9","64.9","97.3%","4.0","6.0","66.7","2.7%","0.0","0.2","0.0","2014-2015"
"330","Tristan Thompson","CLE","24","20","19","100%","3.6","6.0","59.5","59.5","100%","3.6","6.0","59.5","0.0%","0.0","0.0","-","2014-2015"
"331","Amar'e Stoudemire","DAL","32","5","5","100%","3.0","6.0","50.0","50.0","100%","3.0","6.0","50.0","0.0%","0.0","0.0","-","2014-2015"
"332","Joakim Noah","CHI","30","12","12","100%","2.6","5.6","46.3","46.3","100%","2.6","5.6","46.3","0.0%","0.0","0.0","-","2014-2015"
"333","DeAndre Jordan","LAC","26","14","14","100%","4.1","5.6","74.4","74.4","100%","4.1","5.6","74.4","0.0%","0.0","0.0","-","2014-2015"
"334","Zaza Pachulia","MIL","31","6","6","100%","2.7","5.5","48.5","48.5","100%","2.7","5.5","48.5","0.0%","0.0","0.0","-","2014-2015"
"335","Tyson Chandler","DAL","32","5","5","100%","3.8","5.2","73.1","73.1","100%","3.8","5.2","73.1","0.0%","0.0","0.0","-","2014-2015"
"336","Kevin Seraphin","WAS","25","6","6","100%","2.5","5.0","50.0","50.0","100%","2.5","5.0","50.0","0.0%","0.0","0.0","-","2014-2015"
"337","Meyers Leonard","POR","23","5","4","100%","2.8","4.0","70.0","95.0","35.0%","0.8","1.4","57.1","65.0%","2.0","2.6","76.9","2014-2015"
"338","Andrew Bogut","GSW","30","19","17","100%","2.2","3.6","60.9","60.9","98.6%","2.2","3.6","61.8","1.4%","0.0","0.1","0.0","2014-2015"
"339","Marreese Speights","GSW","27","10","9","100%","1.4","3.6","38.9","38.9","100%","1.4","3.6","38.9","0.0%","0.0","0.0","-","2014-2015"
"340","Brandon Bass","BOS","30","4","4","100%","1.8","3.5","50.0","50.0","100%","1.8","3.5","50.0","0.0%","0.0","0.0","-","2014-2015"
"341","Mike Muscala","ATL","23","10","10","100%","2.0","3.2","62.5","65.6","75.0%","1.8","2.4","75.0","25.0%","0.2","0.8","25.0","2014-2015"
"342","Pero Antic","ATL","32","15","13","100%","1.1","3.1","34.0","45.7","31.9%","0.3","1.0","33.3","68.1%","0.7","2.1","34.4","2014-2015"
"343","Kelly Olynyk","BOS","24","4","3","100%","1.8","3.0","58.3","70.8","50.0%","1.0","1.5","66.7","50.0%","0.8","1.5","50.0","2014-2015"
"344","David Lee","GSW","32","13","11","100%","1.2","2.9","42.1","42.1","100%","1.2","2.9","42.1","0.0%","0.0","0.0","-","2014-2015"
"345","Robin Lopez","POR","27","5","5","100%","1.8","2.8","64.3","64.3","100%","1.8","2.8","64.3","0.0%","0.0","0.0","-","2014-2015"
"346","Kosta Koufos","MEM","26","11","10","100%","1.6","2.7","56.7","56.7","100%","1.6","2.7","56.7","0.0%","0.0","0.0","-","2014-2015"
"347","Tiago Splitter","SAS","30","7","7","100%","1.3","2.4","52.9","52.9","100%","1.3","2.4","52.9","0.0%","0.0","0.0","-","2014-2015"
"348","Chris Kaman","POR","33","3","2","100%","1.3","2.3","57.1","57.1","100%","1.3","2.3","57.1","0.0%","0.0","0.0","-","2014-2015"
"349","Nazr Mohammed","CHI","37","3","3","100%","0.7","2.3","28.6","28.6","85.7%","0.7","2.0","33.3","14.3%","0.0","0.3","0.0","2014-2015"
"350","Glen Davis","LAC","29","14","14","100%","1.2","2.1","56.7","56.7","96.7%","1.2","2.1","58.6","3.3%","0.0","0.1","0.0","2014-2015"
"351","Spencer Hawes","LAC","27","8","5","100%","1.1","2.1","52.9","61.8","64.7%","0.8","1.4","54.5","35.3%","0.4","0.8","50.0","2014-2015"
"352","Greg Stiemsma","TOR","29","1","1","100%","2.0","2.0","100","100","100%","2.0","2.0","100","0.0%","0.0","0.0","-","2014-2015"
"353","Aron Baynes","SAS","28","4","3","100%","0.8","2.0","37.5","37.5","100%","0.8","2.0","37.5","0.0%","0.0","0.0","-","2014-2015"
"354","Jerome Jordan","BKN","28","1","1","100%","0.0","2.0","0.0","0.0","100%","0.0","2.0","0.0","0.0%","0.0","0.0","-","2014-2015"
"355","Festus Ezeli","GSW","25","20","14","100%","1.4","1.9","69.2","69.2","100%","1.4","1.9","69.2","0.0%","0.0","0.0","-","2014-2015"
"356","Omer Asik","NOP","28","4","4","100%","0.5","1.8","28.6","28.6","100%","0.5","1.8","28.6","0.0%","0.0","0.0","-","2014-2015"
"357","Clint Capela","HOU","21","17","12","100%","1.2","1.7","72.4","72.4","100%","1.2","1.7","72.4","0.0%","0.0","0.0","-","2014-2015"
"358","Matt Bonner","SAS","35","7","4","100%","0.3","1.4","20.0","30.0","10.0%","0.0","0.1","0.0","90.0%","0.3","1.3","22.2","2014-2015"
"359","Alexis Ajinca","NOP","27","3","2","100%","1.3","1.3","100","100","100%","1.3","1.3","100","0.0%","0.0","0.0","-","2014-2015"
"360","Brendan Haywood","CLE","35","1","1","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2014-2015"
"361","Kendrick Perkins","CLE","30","8","4","100%","0.3","0.9","28.6","28.6","100%","0.3","0.9","28.6","0.0%","0.0","0.0","-","2014-2015"
"362","Mason Plumlee","BKN","25","6","2","100%","0.7","0.8","80.0","80.0","100%","0.7","0.8","80.0","0.0%","0.0","0.0","-","2014-2015"
"363","Tyler Hansbrough","TOR","29","4","1","100%","0.3","0.5","50.0","50.0","100%","0.3","0.5","50.0","0.0%","0.0","0.0","-","2014-2015"
"364","Joey Dorsey","HOU","31","6","2","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2014-2015"
"365","Elton Brand","ATL","36","3","1","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2014-2015"
"366","Player","Team","Age","GP","G","Freq","FGM","FGA","FG%","eFG%","2FG Freq","2FGM","2FGA","2FG%","3FG Freq","3PM","3PA","3P%","2013-2014"
"367","Al Jefferson","CHA","29","3","3","100%","8.7","17.0","51.0","51.0","100%","8.7","17.0","51.0","0.0%","0.0","0.0","-","2013-2014"
"368","Dwight Howard","HOU","28","6","6","100%","9.7","15.5","62.4","62.4","100%","9.7","15.5","62.4","0.0%","0.0","0.0","-","2013-2014"
"369","Marc Gasol","MEM","29","7","7","100%","6.7","15.4","43.5","43.5","99.1%","6.7","15.3","43.9","0.9%","0.0","0.1","0.0","2013-2014"
"370","Nene","WAS","31","10","10","100%","6.4","13.0","49.2","49.2","100%","6.4","13.0","49.2","0.0%","0.0","0.0","-","2013-2014"
"371","Chris Bosh","MIA","30","20","20","100%","5.8","11.3","51.6","58.2","67.1%","4.3","7.5","57.0","32.9%","1.5","3.7","40.5","2013-2014"
"372","Taj Gibson","CHI","29","5","5","100%","6.4","10.4","61.5","61.5","100%","6.4","10.4","61.5","0.0%","0.0","0.0","-","2013-2014"
"373","Marcin Gortat","WAS","30","11","11","100%","5.3","10.2","51.8","51.8","100%","5.3","10.2","51.8","0.0%","0.0","0.0","-","2013-2014"
"374","Serge Ibaka","OKC","24","17","17","100%","5.1","8.3","61.3","63.0","91.5%","4.8","7.7","63.1","8.5%","0.3","0.7","41.7","2013-2014"
"375","Joakim Noah","CHI","29","5","5","100%","4.2","7.6","55.3","55.3","100%","4.2","7.6","55.3","0.0%","0.0","0.0","-","2013-2014"
"376","Robin Lopez","POR","26","11","11","100%","3.9","7.3","53.8","53.8","100%","3.9","7.3","53.8","0.0%","0.0","0.0","-","2013-2014"
"377","Roy Hibbert","IND","27","19","19","100%","3.5","6.9","50.4","50.4","99.2%","3.5","6.8","50.8","0.8%","0.0","0.1","0.0","2013-2014"
"378","Jonas Valanciunas","TOR","22","7","7","100%","4.4","6.7","66.0","66.0","100%","4.4","6.7","66.0","0.0%","0.0","0.0","-","2013-2014"
"379","Pero Antic","ATL","31","7","7","100%","1.0","5.4","18.4","22.4","34.2%","0.6","1.9","30.8","65.8%","0.4","3.6","12.0","2013-2014"
"380","Kevin Garnett","BKN","38","12","12","100%","2.8","5.1","54.1","54.1","96.7%","2.8","4.9","55.9","3.3%","0.0","0.2","0.0","2013-2014"
"381","Marreese Speights","GSW","26","7","7","100%","2.7","4.9","55.9","55.9","100%","2.7","4.9","55.9","0.0%","0.0","0.0","-","2013-2014"
"382","DeAndre Jordan","LAC","25","13","13","100%","3.5","4.7","75.4","75.4","100%","3.5","4.7","75.4","0.0%","0.0","0.0","-","2013-2014"
"383","Omer Asik","HOU","27","6","6","100%","2.7","4.3","61.5","61.5","100%","2.7","4.3","61.5","0.0%","0.0","0.0","-","2013-2014"
"384","Andray Blatche","BKN","27","12","10","100%","2.2","4.3","50.0","50.0","96.2%","2.2","4.2","52.0","3.8%","0.0","0.2","0.0","2013-2014"
"385","Jermaine O'Neal","GSW","35","7","6","100%","2.6","4.3","60.0","60.0","100%","2.6","4.3","60.0","0.0%","0.0","0.0","-","2013-2014"
"386","DeJuan Blair","DAL","25","6","5","100%","2.7","4.2","64.0","64.0","100%","2.7","4.2","64.0","0.0%","0.0","0.0","-","2013-2014"
"387","Tiago Splitter","SAS","29","23","21","100%","2.6","3.9","68.5","68.5","98.9%","2.6","3.8","69.3","1.1%","0.0","0.0","0.0","2013-2014"
"388","Chris Andersen","MIA","35","18","16","100%","1.8","2.7","67.3","67.3","98.0%","1.8","2.7","68.8","2.0%","0.0","0.1","0.0","2013-2014"
"389","Glen Davis","LAC","28","13","13","100%","1.9","2.7","71.4","71.4","100%","1.9","2.7","71.4","0.0%","0.0","0.0","-","2013-2014"
"390","Samuel Dalembert","DAL","34","7","7","100%","1.6","2.6","61.1","61.1","100%","1.6","2.6","61.1","0.0%","0.0","0.0","-","2013-2014"
"391","Steven Adams","OKC","20","18","13","100%","1.7","2.4","72.1","72.1","100%","1.7","2.4","72.1","0.0%","0.0","0.0","-","2013-2014"
"392","Kendrick Perkins","OKC","29","19","17","100%","1.3","2.1","60.0","60.0","100%","1.3","2.1","60.0","0.0%","0.0","0.0","-","2013-2014"
"393","Kosta Koufos","MEM","25","7","5","100%","1.0","2.0","50.0","50.0","100%","1.0","2.0","50.0","0.0%","0.0","0.0","-","2013-2014"
"394","Bismack Biyombo","CHA","21","3","1","100%","1.0","1.7","60.0","60.0","100%","1.0","1.7","60.0","0.0%","0.0","0.0","-","2013-2014"
"395","Aron Baynes","SAS","27","14","9","100%","0.9","1.6","54.5","54.5","95.5%","0.9","1.5","57.1","4.5%","0.0","0.1","0.0","2013-2014"
"396","Cody Zeller","CHA","21","4","3","100%","0.8","1.5","50.0","50.0","100%","0.8","1.5","50.0","0.0%","0.0","0.0","-","2013-2014"
"397","Nick Collison","OKC","33","17","13","100%","0.7","1.4","50.0","54.2","83.3%","0.6","1.2","50.0","16.7%","0.1","0.2","50.0","2013-2014"
"398","Ian Mahinmi","IND","27","19","12","100%","0.7","1.3","54.2","54.2","100%","0.7","1.3","54.2","0.0%","0.0","0.0","-","2013-2014"
"399","Hilton Armstrong","GSW","29","7","3","100%","0.6","1.1","50.0","50.0","87.5%","0.6","1.0","57.1","12.5%","0.0","0.1","0.0","2013-2014"
"400","Mason Plumlee","BKN","24","10","7","100%","0.7","1.1","63.6","63.6","100%","0.7","1.1","63.6","0.0%","0.0","0.0","-","2013-2014"
"401","Lavoy Allen","IND","25","4","3","100%","0.5","1.0","50.0","50.0","100%","0.5","1.0","50.0","0.0%","0.0","0.0","-","2013-2014"
"402","Mike Muscala","ATL","22","2","1","100%","0.0","1.0","0.0","0.0","100%","0.0","1.0","0.0","0.0%","0.0","0.0","-","2013-2014"
"403","Matt Bonner","SAS","34","22","9","100%","0.5","0.9","50.0","60.0","45.0%","0.3","0.4","66.7","55.0%","0.2","0.5","36.4","2013-2014"
"404","Ryan Hollins","LAC","29","5","3","100%","0.2","0.8","25.0","25.0","100%","0.2","0.8","25.0","0.0%","0.0","0.0","-","2013-2014"
"405","Jeff Ayres","SAS","27","17","9","100%","0.3","0.8","46.2","46.2","100%","0.3","0.8","46.2","0.0%","0.0","0.0","-","2013-2014"
"406","Tyler Hansbrough","TOR","28","3","1","100%","0.3","0.7","50.0","50.0","100%","0.3","0.7","50.0","0.0%","0.0","0.0","-","2013-2014"
"407","Kevin Seraphin","WAS","24","4","2","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2013-2014"
"408","Meyers Leonard","POR","22","4","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2013-2014"
"409","Nazr Mohammed","CHI","36","2","1","100%","0.0","0.5","0.0","0.0","100%","0.0","0.5","0.0","0.0%","0.0","0.0","-","2013-2014"
"410","Joel Freeland","POR","27","9","2","100%","0.0","0.3","0.0","0.0","100%","0.0","0.3","0.0","0.0%","0.0","0.0","-","2013-2014"
